32662,Henry King,10,10B,2024-11-20,87,85,84,83,86,88,92,90,89,91,A
33190,Aria Young,12,12A,2024-11-20,70,74,78,82,79,77,80,73,76,75,B
33058,Ella Hernandez,10,10B,2024-11-20,89,87,90,85,88,82,91,92,86,88,A
33080,Noah Smith,8,8A,2024-11-20,83,85,88,86,84,87,89,90,82,85,A
33102,Grace Lee,8,8A,2024-11-20,75,80,78,82,77,79,76,74,81,78,B
33124,David Thompson,9,9A,2024-11-20,85,79,80,88,90,86,92,84,87,90,A
32464,Charlotte Mitchell,8,8A,2024-11-20,92,88,91,87,85,90,89,93,82,86,A
3972,Lee So-Young,8,8A,2024-11-20,87,85,84,83,86,88,92,90,89,91,A
32244,Scarlett Baker,7,7A,2024-11-20,60,62,65,70,75,80,78,85,77,79,C
33036,Isla Garcia,8,8A,2024-11-20,70,74,78,82,79,77,80,73,76,75,B
31078,Ella Thomas,12,12A,2024-11-20,78,75,82,80,70,73,79,74,76,77,B
32860,Victoria Scott,9,9A,2024-11-20,85,79,78,82,76,80,79,75,81,80,A
32970,Matthew Gonzalez,10,10A,2024-11-20,72,76,73,78,75,74,73,72,77,75,B
16253,Shunpei Nagasawa,11,11A,2024-11-20,68,72,70,71,69,74,72,70,73,74,C
33212,Alexander Parker,9,9B,2024-11-20,85,78,80,82,81,77,75,79,76,80,A
32508,Olivia Clark,10,10B,2024-11-20,73,75,74,78,80,79,77,74,73,75,B
33168,Michael King,8,8A,2024-11-20,70,73,72,71,74,70,75,72,76,78,B
1789,Hong Xiu,12,12B,2024-11-20,82,79,81,77,76,80,74,73,75,79,A
31056,Sebastian Wright,11,11B,2024-11-20,68,69,72,74,71,70,76,73,74,75,C
33146,Abigail Wright,12,12C,2024-11-20,85,80,81,83,79,77,79,75,80,82,A
2520,Tanaka Yuki,10,10C,2024-11-20,70,74,72,75,76,71,78,73,75,72,B
5688,Chan Dara,9,9C,2024-11-20,68,71,74,73,76,75,73,75,72,70,C
4984,Pham Hoang,8,8B,2024-11-20,72,70,74,75,78,73,74,72,77,73,B
32948,Emma Johnson,12,12D,2024-11-20,80,79,82,78,76,75,80,73,75,72,B
5028,Liang Wei,9,9D,2024-11-20,75,74,73,71,78,72,75,79,76,80,B
6546,Kim Seo-Yeon,11,11C,2024-11-20,70,71,72,75,74,79,78,73,74,76,C
2784,Nguyen Thi Hanh,10,10D,2024-11-20,74,73,71,70,75,72,78,76,79,74,B
3884,Yamada Hiroshi,8,8C,2024-11-20,78,80,76,79,77,78,74,72,75,80,A
3906,Nguyen Tuan,12,12E,2024-11-20,81,79,78,82,76,75,77,73,80,76,B
3928,Sopheap Dara,10,10E,2024-11-20,75,76,72,78,73,74,76,71,72,74,B
31034,Olivia Gonzalez,11,11D,2024-11-20,78,73,72,74,75,70,79,76,74,71,B
5666,Kim Min-Soo,8,8D,2024-11-20,75,74,72,79,77,73,74,72,76,78,B
32310,Amelia King,9,9E,2024-11-20,70,71,74,72,75,77,74,70,72,73,C
32332,William Martinez,10,10F,2024-11-20,80,82,76,74,78,73,71,72,79,80,A
32354,Victoria Carter,8,8E,2024-11-20,73,75,78,70,74,72,76,71,73,75,B
15003,Kasumi Yamaguchi,9,9F,2024-11-20,76,79,74,75,78,80,76,73,72,75,B
32442,Daniel Evans,8,8F,2024-11-20,70,72,75,76,77,74,72,70,76,72,B
5600,Chan Srey,12,12F,2024-11-20,80,82,75,74,77,79,80,72,76,73,A
5622,Yamada Kenji,10,10G,2024-11-20,77,78,79,75,74,70,72,80,77,78,B
6524,Nguyen Thi An,12,12G,2024-11-20,76,79,80,77,78,72,75,73,70,76,B
5644,Nguyen Thi Quynh,8,8G,2024-11-20,80,74,78,73,75,74,71,79,75,80,A
3730,Wu Xin,11,11E,2024-11-20,70,74,76,72,78,70,79,73,71,75,C
32376,Noah Martinez,9,9H,2024-11-20,72,73,74,75,78,80,72,70,75,79,B
3818,Chan Srey,12,12H,2024-11-20,77,76,80,79,81,75,74,72,70,74,B
32926,Lucas Carter,11,11F,2024-11-20,75,77,79,72,74,75,78,80,76,73,B
1745,In Ho-Seok,9,9I,2024-11-20,72,71,75,76,74,77,78,73,80,75,B
7052,Nguyen Van Tai,12,12I,2024-11-20,80,79,77,76,78,81,80,79,72,75,A
32552,Grace Martin,8,8H,2024-11-20,79,78,80,76,75,74,77,70,72,74,A
2332,Kim Sa-Rang,10,10I,2024-11-20,76,72,78,77,79,75,74,73,71,76,B
7712,Lee Ji-Eun,12,12J,2024-11-20,81,83,77,75,79,74,80,78,76,77,A
9914,Chan Thyda,12,12J,2024-11-20,78,75,80,82,79,80,77,73,75,74,B
35236,Scarlett Young,9,9I,2024-11-20,72,75,77,74,73,71,78,79,74,76,B
6502,Yamada Kenji,8,8H,2024-11-20,75,73,72,70,74,71,72,77,76,78,B
35258,David Harris,12,12K,2024-11-20,80,81,79,82,75,77,76,80,78,74,A
35280,Isla Anderson,9,9J,2024-11-20,79,76,77,73,74,72,80,75,76,77,B
35302,Jack Baker,10,10A,2024-11-20,74,72,71,75,78,79,73,76,74,70,B
35324,Victoria Gonzalez,8,8I,2024-11-20,78,77,76,74,75,78,74,72,71,73,B
35346,Benjamin Carter,12,12L,2024-11-20,83,79,80,76,75,79,78,80,77,79,A
35368,Amelia Scott,10,10B,2024-11-20,71,74,72,70,77,75,79,76,74,75,C
32904,Evelyn Hill,8,8J,2024-11-20,72,70,74,77,75,73,74,70,78,75,B
35390,Henry Wright,11,11A,2024-11-20,80,81,79,82,75,77,76,73,75,74,A
35412,Evelyn Kim,10,10C,2024-11-20,74,75,73,74,78,77,75,79,74,72,B
35434,Alexander Martinez,9,9K,2024-11-20,72,75,74,70,73,76,78,72,74,71,B
35456,Grace Brown,12,12M,2024-11-20,81,79,78,77,75,78,80,72,74,75,A
4962,Kim Ji-Won,11,11B,2024-11-20,79,80,77,78,76,74,72,71,73,75,B
35478,Lucas Hernandez,8,8K,2024-11-20,70,74,75,76,77,72,79,73,71,75,B
2354,Nguyen Minh,9,9L,2024-11-20,76,72,74,78,75,77,79,74,72,80,B
1625,Song Tae-Woo,10,10D,2024-11-20,78,75,73,72,71,77,76,74,79,73,B
2410,Lee Ji-Eun,8,8L,2024-11-20,79,80,72,74,75,78,77,72,75,76,A
32574,Lucas Anderson,12,12A,2024-11-20,80,81,77,79,75,74,73,72,76,78,A
32596,Amelia Brown,9,9A,2024-11-20,75,78,77,72,74,73,75,76,79,78,B
32618,Ethan Adams,12,12B,2024-11-20,76,74,78,77,75,80,79,73,72,74,B
32684,Emily Taylor,8,8M,2024-11-20,78,75,73,72,77,74,72,70,73,74,B
32706,William Harris,9,9B,2024-11-20,73,72,75,78,74,76,77,71,73,76,C
32728,Madison Lewis,12,12C,2024-11-20,79,78,80,75,77,76,79,73,71,75,A
32750,James Robinson,10,10E,2024-11-20,74,75,77,76,72,73,78,75,76,79,B
4016,Kim Seong-Jin,11,11C,2024-11-20,75,74,72,79,74,76,78,73,71,79,C
3994,Nguyen Van Binh,9,9D,2024-11-20,74,73,72,70,75,78,77,73,79,74,B
4060,Sokha Chetra,12,12D,2024-11-20,79,78,80,81,76,73,75,74,72,70,A
4082,Li Chun,8,8N,2024-11-20,75,74,79,76,80,71,73,70,72,77,B
4104,Yamashita Haru,10,10F,2024-11-20,72,76,74,75,73,79,77,70,71,75,B
4126,Nguyen Thanh,12,12E,2024-11-20,78,80,75,77,73,79,74,72,71,70,B
4148,Jeong Soo-Min,9,9F,2024-11-20,74,72,75,77,78,76,75,71,79,74,B
4170,Chanthy Sreypov,11,11D,2024-11-20,77,75,79,80,78,73,75,71,76,78,B
4192,Wong Heng,8,8O,2024-11-20,76,75,72,74,78,70,79,73,75,71,B
32046,Emily Evans,12,12F,2024-11-20,80,81,79,77,75,73,74,78,72,70,A
4214,Kim Soo-Jin,9,9G,2024-11-20,75,77,72,74,73,80,75,73,72,71,B
8220,Nguyen Thi Tuyet,8,8P,2024-11-20,78,79,75,73,72,76,74,75,70,74,A
7536,Nguyen Van Thanh,12,12G,2024-11-20,80,79,78,75,77,74,72,76,73,75,A
32112,Olivia White,9,9H,2024-11-20,77,76,73,75,76,78,75,74,79,80,B
4566,Wong Chea,8,8A,2024-11-20,75,80,78,70,76,82,79,77,74,81,B
4588,Chan Veasna,8,8A,2024-11-20,74,79,76,80,75,77,82,78,73,72,B
4830,Kim Hye-Jin,8,8A,2024-11-20,80,77,79,76,81,74,75,73,78,80,A
4852,Chan Sovann,8,8B,2024-11-20,70,74,72,75,78,80,79,73,76,77,B
6458,Nguyen Van Tai,8,8B,2024-11-20,78,79,77,72,75,74,80,73,81,79,A
7844,Chan Roth,8,8B,2024-11-20,75,80,79,77,74,76,72,73,78,79,B
6480,Wong Manh,8,8B,2024-11-20,73,74,78,79,75,70,77,76,80,72,B
30792,Liam Ramirez,8,8C,2024-11-20,76,75,74,77,80,79,78,72,75,70,A
30814,Isla Stewart,8,8C,2024-11-20,79,72,74,80,78,77,73,79,80,76,B
4940,Chan Dara,8,8C,2024-11-20,77,74,75,78,79,80,76,72,79,81,A
33850,Madison King,9,9A,2024-11-20,80,75,72,74,73,76,78,79,74,72,B
32200,Chloe Adams,9,9A,2024-11-20,77,76,74,73,75,72,78,80,79,76,A
3576,Sophea Mealea,9,9A,2024-11-20,72,70,75,78,79,74,73,77,80,79,B
1467,Yamada Aoi,9,9A,2024-11-20,75,74,72,76,73,80,79,78,77,74,B
30880,Logan Clark,9,9A,2024-11-20,76,75,74,73,80,79,78,72,77,79,A
23752,Yuuki Wada,9,9A,2024-11-20,72,75,76,78,73,79,77,80,74,74,B
30902,Emily Young,9,9B,2024-11-20,75,77,74,80,78,79,79,74,72,75,B
30924,Ethan Martinez,9,9B,2024-11-20,79,74,76,77,72,75,73,70,79,80,A
30968,John Turner,9,9B,2024-11-20,80,79,75,74,78,77,72,73,75,79,A
6568,Chan Thyda,9,9B,2024-11-20,76,73,75,78,79,76,72,80,77,74,B
33872,David Robinson,10,10A,2024-11-20,78,74,79,77,76,75,72,74,76,80,B
33894,Ella Walker,10,10A,2024-11-20,75,79,77,72,74,80,79,76,74,75,A
33916,Benjamin Perez,10,10A,2024-11-20,79,78,76,75,72,80,77,73,74,70,B
33938,Ava Thompson,10,10A,2024-11-20,77,75,73,74,79,78,76,72,70,79,A
33960,Oliver Hill,10,10A,2024-11-20,75,76,74,78,72,79,77,80,70,75,B
33982,Mia Adams,10,10A,2024-11-20,74,78,76,75,80,79,77,72,70,75,B
34004,James Allen,10,10B,2024-11-20,77,72,75,73,79,78,74,80,76,74,A
34026,Grace Parker,10,10B,2024-11-20,72,76,79,74,75,78,77,73,70,80,B
30836,Daniel Jackson,10,10B,2024-11-20,80,77,75,78,73,72,79,76,75,79,A
8418,Yamashita Aoi,10,10B,2024-11-20,79,75,77,74,76,73,75,70,72,78,B
8440,Nguyen Van An,11,11A,2024-11-20,80,76,78,74,75,77,73,79,76,78,A
34774,Lucas Anderson,11,11A,2024-11-20,74,75,78,79,77,73,75,70,72,79,B
33256,Henry Adams,11,11A,2024-11-20,76,77,74,73,78,75,79,72,76,80,A
4720,Sokha Chantrea,11,11A,2024-11-20,75,74,72,76,73,80,79,78,77,74,B
8484,Chan Thyda,11,11B,2024-11-20,74,72,75,78,73,79,77,72,76,80,A
3554,Kim Na-Ri,11,11B,2024-11-20,79,80,75,73,78,77,72,76,75,73,B
17503,Issei Okada,11,11B,2024-11-20,76,78,79,75,74,72,80,79,77,78,A
7956,Yamamoto Haruto,11,11B,2024-11-20,77,76,72,75,74,78,80,77,73,79,B
5446,Yamamoto Haruto,11,11B,2024-11-20,75,76,74,78,79,73,72,76,75,74,A
9716,Nguyen Van Binh,12,12A,2024-11-20,80,76,78,75,73,72,74,79,77,75,B
9738,Jeong Sang-Hoon,8,8A,2024-11-20,75,78,79,76,77,74,80,75,79,72,B
1632,Yamamoto Ayumu,8,8A,2024-11-20,78,76,74,75,79,73,80,72,77,74,A
9760,Chan Sreyka,8,8A,2024-11-20,80,75,79,72,73,77,74,79,76,75,B
9782,Nguyen Thi Hoa,8,8A,2024-11-20,74,72,76,78,75,79,73,70,80,78,B
4918,Nguyen Thi An,8,8B,2024-11-20,77,75,74,73,80,78,79,72,75,76,A
7822,Kim Min-Ji,8,8B,2024-11-20,79,72,75,77,76,74,80,70,79,78,B
9804,Kim Hye-Jin,8,8B,2024-11-20,76,77,74,72,75,79,80,78,73,74,A
3862,Phan Thuy,8,8B,2024-11-20,74,75,78,73,76,80,79,70,79,77,B
7404,Chan Sreyka,8,8C,2024-11-20,75,79,76,73,80,74,77,72,78,76,A
33542,Emily Martinez,8,8C,2024-11-20,77,74,79,76,78,75,72,73,80,79,B
7426,Wu Wei,8,8C,2024-11-20,79,75,78,73,77,79,72,76,80,73,B
33454,Ella Young,8,8C,2024-11-20,75,74,73,80,72,79,77,76,78,74,A
6634,Nguyen Thi Mai,8,8C,2024-11-20,78,75,74,79,76,80,77,73,72,75,A
6656,Yamashita Ren,8,8C,2024-11-20,79,72,77,76,74,75,79,73,80,78,B
6678,Lee Hyun,8,8C,2024-11-20,80,79,74,77,76,72,79,75,73,74,A
7778,Nguyen Van Tai,8,8D,2024-11-20,75,74,72,77,79,80,73,75,70,76,B
1700,Nguyen Thi Thanh,8,8D,2024-11-20,74,76,77,73,75,72,79,78,70,75,A
4896,Yamada Yui,8,8D,2024-11-20,72,75,74,78,80,77,79,73,70,79,B
6964,Chan Thyda,8,8D,2024-11-20,75,73,74,79,76,72,75,80,77,74,A
3796,Kim Dong-Hyun,8,8D,2024-11-20,74,79,77,75,73,80,72,76,77,78,B
33784,Ethan Taylor,8,8D,2024-11-20,79,80,76,74,78,75,77,72,75,73,B
33806,Chloe Lee,8,8E,2024-11-20,76,77,74,72,79,75,78,74,73,80,A
33828,Liam Harris,8,8E,2024-11-20,75,74,79,78,72,73,80,77,74,79,B
8132,Yamashita Aoi,8,8E,2024-11-20,74,77,73,79,78,75,72,76,80,74,A
8154,Nguyen Van An,8,8E,2024-11-20,78,75,79,77,74,76,80,73,72,79,B
35214,Oliver Walker,8,8F,2024-11-20,73,79,76,74,75,78,80,72,77,75,A
9254,Wong Cheng,8,8F,2024-11-20,75,76,73,79,72,80,77,74,76,72,B
11252,Mizuki Suzuki,8,8F,2024-11-20,77,74,75,80,78,79,74,76,72,75,B
8242,Kim Min-Soo,8,8F,2024-11-20,76,75,74,72,73,79,77,74,75,78,A
9276,Yamashita Aoi,8,8F,2024-11-20,79,72,75,80,74,77,76,75,73,80,B
9276,Yamashita Aoi,8,8F,2024-11-20,77,74,78,79,73,75,72,74,76,78,B
6392,Wong Heng,8,8G,2024-11-20,75,79,77,72,76,78,79,80,74,76,A
6084,Wu Mei,8,8G,2024-11-20,80,74,75,77,79,72,73,74,72,79,B
9298,Nguyen Van An,8,8G,2024-11-20,76,77,74,75,79,72,74,78,77,79,B
3774,Nguyen Thi Tuyet,8,8G,2024-11-20,75,74,78,73,76,77,79,72,75,70,A
3620,Nguyen Thi Ngoc,8,8G,2024-11-20,80,76,74,79,73,78,75,70,79,76,A
3356,Chan Vibol,8,8H,2024-11-20,79,72,76,74,73,77,75,80,79,78,A
7978,Chen Wei,8,8H,2024-11-20,74,78,76,75,77,79,72,70,80,72,B
1443,Sim Cheng,8,8H,2024-11-20,72,75,78,74,80,76,73,79,77,75,A
3378,Jeong Hwa,8,8H,2024-11-20,75,79,76,73,74,72,78,75,76,79,B
3400,Wu Jian,8,8A,2024-11-20,76,75,79,74,77,80,73,72,75,79,B
1489,Chau Minh,8,8A,2024-11-20,78,74,73,75,72,77,80,79,74,76,A
3422,Yoshida Aki,8,8A,2024-11-20,75,79,77,72,74,76,79,73,75,80,B
3444,Sokun Sokea,8,8A,2024-11-20,76,72,75,79,74,77,76,73,72,79,A
31716,Amelia Johnson,8,8B,2024-11-20,79,74,80,73,75,77,78,76,72,74,B
34928,Grace Hernandez,8,8B,2024-11-20,80,75,77,79,72,73,78,76,75,74,A
32222,Jack Mitchell,8,8B,2024-11-20,74,76,75,80,77,72,74,79,76,78,B
9408,Yamamoto Haruto,8,8B,2024-11-20,78,75,74,77,76,72,79,73,80,75,A
22503,Yuna Fujikawa,8,8C,2024-11-20,74,76,72,78,77,73,80,75,74,79,B
9430,Nguyen Van Binh,8,8C,2024-11-20,76,79,77,75,73,80,78,74,79,75,B
35566,James King,8,8C,2024-11-20,78,76,75,72,74,77,76,73,78,75,A
33476,Joseph Brown,8,8C,2024-11-20,73,74,79,77,76,80,72,75,79,77,B
6062,Chan Sreypov,8,8D,2024-11-20,75,72,78,77,80,74,79,76,73,79,A
5468,Nguyen Thi Mai,8,8D,2024-11-20,77,75,74,79,73,72,80,76,77,79,A
3510,Chan Munny,8,8D,2024-11-20,76,75,77,79,78,80,73,72,75,74,B
4478,Jeong Hyun,8,8D,2024-11-20,74,73,78,75,77,74,79,76,73,75,A
34136,Amelia Garcia,8,8D,2024-11-20,75,74,79,72,78,76,73,75,80,79,A
3532,Lee Dae-Sung,8,8E,2024-11-20,80,73,77,79,74,75,76,72,78,74,B
5974,Liang Wei,8,8E,2024-11-20,79,72,76,75,74,79,77,78,74,76,A
32134,Benjamin Young,8,8E,2024-11-20,75,80,74,77,73,75,79,76,78,72,A
5996,Yamada Sora,8,8E,2024-11-20,74,76,79,80,72,74,75,77,73,79,B
3642,Sara Phally,8,8F,2024-11-20,76,74,73,75,79,72,80,77,74,79,A
1387,Thy Nary,8,8F,2024-11-20,75,77,74,76,72,75,79,80,73,74,A
31144,Chloe Lewis,8,8F,2024-11-20,78,74,75,79,77,73,75,80,72,79,A
33564,Liam Allen,8,8F,2024-11-20,79,76,72,78,74,77,75,73,79,80,B
6040,Kim Hye-Jin,8,8F,2024-11-20,76,78,77,74,72,80,75,79,78,76,A
15002,Ayane Nitta,8,8F,2024-11-20,75,79,72,77,78,74,76,73,80,79,B
1790,Han Min-Ji,8,8G,2024-11-20,77,75,74,79,76,72,80,74,73,75,A
8022,Jeong Sang-Hoon,8,8G,2024-11-20,79,77,72,75,76,74,73,78,79,74,A
31166,Liam King,8,8G,2024-11-20,74,79,80,75,72,76,77,78,75,73,A
31188,Emma Allen,8,8G,2024-11-20,78,74,75,77,79,72,73,74,80,75,A
31496,Sophia Hernandez,8,8H,2024-11-20,75,76,72,79,74,80,73,75,77,78,B
31518,Henry Martinez,8,8H,2024-11-20,79,74,72,78,76,80,75,77,73,74,A
33520,Daniel Carter,8,8H,2024-11-20,77,75,74,72,78,79,75,80,74,73,B
31540,Victoria Wilson,8,8H,2024-11-20,79,73,75,74,76,72,77,79,80,73,A
8638,Nguyen Thi Hoa,8,8H,2024-11-20,75,74,79,73,78,72,80,75,74,77,A
31562,Benjamin Hill,8,8I,2024-11-20,76,75,74,79,77,72,75,78,72,79,B
31584,Emma Taylor,8,8I,2024-11-20,77,79,72,75,76,74,73,72,79,80,A
31606,Lucas Adams,8,8I,2024-11-11,80,76,74,75,72,78,79,74,76,80,A
33652,Mason Evans,8,8I,2024-11-20,74,78,79,77,75,72,80,73,74,78,B
6018,Nguyen Thi Hanh,8,8A,2024-11-20,76,73,75,74,78,72,79,80,75,79,B
31628,Charlotte Anderson,8,8A,2024-11-20,75,76,72,73,78,74,80,79,77,72,A
30528,Matthew Young,8,8A,2024-11-20,79,75,74,77,73,72,78,76,74,80,B
23751,Shinji Shimizu,8,8A,2024-11-20,77,79,75,72,80,74,73,76,79,78,A
32530,Jacob Baker,8,8B,2024-11-20,74,77,73,78,79,72,76,80,75,74,B
31650,Oliver Wilson,8,8B,2024-11-20,76,78,75,79,74,77,76,73,72,75,A
31672,Grace Baker,8,8B,2024-11-20,78,75,79,76,72,74,77,73,74,79,B
31694,Henry Martinez,8,8C,2024-11-20,74,76,75,79,77,73,75,72,79,74,B
32420,Scarlett Wilson,8,8C,2024-11-20,75,74,78,79,73,75,80,74,76,73,A
30638,Grace Martinez,8,8C,2024-11-20,72,75,78,74,73,79,74,76,80,77,A
4412,Chan Sreyka,8,8C,2024-11-20,77,73,79,75,72,80,74,76,77,74,A
1465,Chau Minh,8,8D,2024-11-20,79,76,75,78,74,80,72,79,74,75,A
8572,Nguyen Van Binh,8,8D,2024-11-20,74,76,79,75,72,73,74,80,75,79,B
8594,Jeong Sang-Hoon,8,8D,2024-11-20,80,77,74,73,79,75,72,74,76,75,A
3334,Pham Bao,8,8D,2024-11-20,77,75,72,79,74,76,73,78,75,80,B
7294,Chan Thyda,8,8E,2024-11-20,74,75,77,79,76,72,76,73,74,78,A
9672,Kim Min-Soo,8,8E,2024-11-20,73,76,74,78,77,75,74,72,79,80,B
9122,Yamamoto Haruto,8,8E,2024-11-20,79,76,75,77,80,74,73,75,79,76,A
1500,Priya Phally,8,8E,2024-11-20,74,79,75,73,72,77,80,74,72,75,A
9694,Yamamoto Haruto,8,8F,2024-11-20,76,72,75,79,77,74,72,76,80,75,B
32090,Henry Brown,8,8F,2024-11-20,79,73,74,75,76,72,74,79,80,78,A
12502,Sayaka Mori,8,8F,2024-11-20,74,80,79,75,76,74,72,77,79,76,B
4610,Yamamoto Shun,8,8F,2024-11-20,73,75,74,79,78,74,77,76,80,72,A
31122,Henry Hernandez,8,8F,2024-11-20,74,72,75,79,77,74,76,80,75,73,A
9452,Jeong Sang-Hoon,8,8F,2024-11-20,76,73,74,75,72,77,78,80,74,73,B
32398,Amelia Hill,8,8G,2024-11-20,75,76,74,79,78,74,72,73,75,79,A
9496,Nguyen Thi Hoa,8,8G,2024-11-20,79,76,75,72,77,74,78,80,75,73,A
9518,Kim Hye-Jin,8,8G,2024-11-20,78,74,76,73,77,75,74,72,80,79,B
3312,Chea Vuth,8,8G,2024-11-20,74,75,73,79,77,74,72,80,75,79,A
9540,Wong Cheng,8,8G,2024-11-20,77,75,76,72,74,79,80,73,78,74,A
9562,Yamashita Aoi,8,8H,2024-11-20,74,77,75,78,73,74,76,75,79,76,B
32002,Sofia Hernandez,8,8H,2024-11-20,77,72,75,79,74,80,76,78,73,72,A
34180,Isabella Lee,8,8H,2024-11-20,78,75,76,74,79,72,74,73,75,72,B
7800,Yamashita Hana,8,8H,2024-11-20,79,73,75,72,80,74,79,75,72,76,A
4654,Jeong Soo-Jin,8,8H,2024-11-20,75,77,74,72,76,79,73,74,80,78,B
4676,Chan Roth,8,8H,2024-11-20,77,75,74,79,76,80,72,73,74,77,B
31914,Samuel Taylor,8,8I,2024-11-20,73,74,77,79,75,76,72,79,80,73,A
3840,Wu Mei,8,8I,2024-11-20,74,77,72,75,76,79,73,74,80,78,B
1521,Kem Srey,8,8I,2024-11-20,78,75,74,79,72,76,77,75,80,72,A
5578,Pham Thi Mai,8,8I,2024-11-20,77,74,75,72,78,74,79,73,76,79,A
17502,12,12A,2012-11-08,87,92,85,78,80,89,91,82,84,86,B
31936,12,12B,2012-09-22,90,88,86,92,85,80,83,87,91,79,A
31958,11,11C,2009-11-21,75,77,80,74,78,81,79,82,80,76,C
31980,11,11D,2008-07-30,82,85,84,83,79,88,80,86,89,81,B
9144,12,12E,2012-04-28,64,70,66,69,73,72,70,71,69,65,D
9606,11,11F,2009-06-21,89,91,87,90,84,83,88,92,80,85,A
9628,10,10A,2007-09-27,72,75,74,70,68,80,71,73,69,72,C
9650,10,10B,2010-07-18,80,82,79,83,85,86,88,90,84,80,B
4698,10,10C,2010-12-14,77,79,72,75,80,74,75,70,68,76,C
9188,11,11D,2007-08-19,93,95,92,88,85,89,84,82,81,80,A
35192,10,10E,2007-12-15,88,87,85,90,80,82,81,83,79,85,B
